,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,ServiceAreaId,ServiceAreaName,CoverEntireState,County,PartialCounty,ZipCodes,PartialCountyJustification,RowNumber,MarketCoverage,DentalOnlyPlan,DentalOnly
37953,13201,2015,MI,47007,SERFF,3,2014-09-11 12:10:19,47007,MI,MIS001,Michigan,No,26059.0,No,,,39,SHOP (Small Group),,Yes
11430,11430,2016,MI,63631,SERFF,5,2015-08-27 03:52:03,63631,MI,MIS002,MI SHOP Choice,No,26075.0,No,,,125,SHOP (Small Group),No,
18016,2138,2014,OK,98905,HIOS,7,2014-07-25 16:54:18,98905,OK,OKS001,CommunityCare Marketplace Select,No,40145.0,No,,,18,,,
28582,3830,2015,MS,94237,HIOS,5,2015-04-22 11:06:15,94237,MS,MSS001,Magnolia Health Plan,No,28073.0,No,,,33,,,
20443,4565,2014,IA,71268,SERFF,8,2014-01-23 12:49:01,71268,IA,IAS003,CoOportunity Preferred UI Health Alliance,No,19183.0,No,,,85,SHOP (Small Group),,No
16712,834,2014,LA,67202,HIOS,9,2014-01-15 07:08:32,67202,LA,LAS001,New Orleans Service Area,No,22071.0,No,,,14,,,
36601,11849,2015,MI,15560,SERFF,10,2015-05-22 14:18:43,15560,MI,MIS003,Dental PPO,No,26119.0,No,,,71,SHOP (Small Group),,Yes
41402,16650,2015,VA,38234,SERFF,7,2014-12-12 12:37:36,38234,VA,VAS001,OAMC_Virginia_Coastal VA,No,51057.0,No,,,13,Individual,,No
34622,9870,2015,IL,20129,SERFF,9,2015-07-24 22:33:25,20129,IL,ILS001,Illinois,No,17195.0,No,,,102,SHOP (Small Group),,No
23996,8118,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS001,OHP Individual Product Service Area,No,51790.0,No,,,112,Individual,,No
18458,2580,2014,SC,84939,HIOS,4,2013-09-02 11:39:25,84939,SC,SCS001,DentalGuard Preferred - PPO,Yes,,,,,13,,,
13366,13366,2016,OH,74313,SERFF,6,2015-08-23 14:39:40,74313,OH,OHS001,Northwest Ohio,No,39095.0,No,,,21,Individual,No,
17938,2060,2014,OK,87571,HIOS,9,2014-01-21 08:29:49,87571,OK,OKS002,Blue Preferred PPO,No,40083.0,No,,,25,,,
37220,12468,2015,MI,34930,SERFF,3,2014-08-11 09:11:26,34930,MI,MIS002,Michigan PPO Only,No,26155.0,No,,,86,SHOP (Small Group),,Yes
30028,5276,2015,PA,16322,HIOS,6,2014-11-09 04:38:15,16322,PA,PAS008,PPO 10 County - Inside Advantage,No,42049.0,No,,,103,,,
37085,12333,2015,MI,29698,SERFF,11,2015-05-22 14:18:43,29698,MI,MIS003,POS Service Area,No,26079.0,No,,,113,SHOP (Small Group),,No
32702,7950,2015,TX,40788,HIOS,6,2014-11-13 10:25:37,40788,TX,TXS001,SWHP HMO Service Area,No,48331.0,No,,,52,,,
29302,4550,2015,NJ,77606,HIOS,5,2015-07-22 09:15:52,77606,NJ,NJS002,Value Network,No,34035.0,No,,,30,,,
23573,7695,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS001,OHP Individual Product Service Area,No,51149.0,No,,,95,Individual,,No
34315,9563,2015,AR,37903,SERFF,7,2014-11-15 10:06:04,37903,AR,ARS002,Northeast,No,5065.0,No,,,33,Individual,,No
29521,4769,2015,OK,81457,HIOS,4,2014-08-23 04:11:13,81457,OK,OKS001,DentalGuard Preferred PPO- OK,No,40035.0,No,,,16,,,
17888,2010,2014,OK,76668,HIOS,6,2013-11-26 13:14:08,76668,OK,OKS001,CHC-OK POS,No,40143.0,No,,,14,,,
6903,6903,2016,TX,85947,HIOS,10,2015-10-18 12:35:12,85947,TX,TXS001,TX IEX Compass,No,48409.0,No,,,36,,,
4322,4322,2016,PA,33709,HIOS,9,2015-08-26 09:56:12,33709,PA,PAS001,Zone A - West,No,42005.0,No,,,19,,,
5534,5534,2016,TN,14002,HIOS,5,2015-10-20 04:38:50,14002,TN,TNS007,East Central,No,47087.0,No,,,83,,,
16993,1115,2014,MO,44240,HIOS,8,2013-11-26 13:14:08,44240,MO,MOS001,CH&L-KS PPO,No,29167.0,No,,,39,,,
37887,13135,2015,MI,45002,SERFF,4,2014-12-11 11:35:20,45002,MI,MIS003,Service Area 3,No,26027.0,No,,,102,SHOP (Small Group),,No
22534,6656,2014,MI,74709,SERFF,2,2013-08-05 08:16:03,74709,MI,MIS001,Michigan Service Area,No,26111.0,No,,,60,SHOP (Small Group),,Yes
12637,12637,2016,NE,50022,SERFF,3,2015-08-22 23:36:24,50022,NE,NES001,NE Service Area,No,31073.0,No,,,42,SHOP (Small Group),Yes,
7509,7509,2016,IL,36096,OPM,5,2015-11-19 07:02:40,36096,IL,ILS106,Blue Choice Preferred PPO,No,17129.0,No,,,68,Individual,No,
35399,10647,2015,KS,18558,SERFF,3,2014-09-05 06:40:30,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20201.0,No,,,112,Individual,,No
1217,1217,2016,GA,82824,HIOS,8,2015-10-18 12:35:12,82824,GA,GAS007,OA HMO_Southeastern Georgia,No,13107.0,No,,,56,,,
19759,3881,2014,WI,58564,HIOS,8,2014-01-17 09:36:20,58564,WI,WIS002,Non-Dane,No,55105.0,No,,,22,,,
22611,6733,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS001,BCN Commercial,No,26011.0,No,,,37,SHOP (Small Group),,No
39791,15039,2015,OH,14650,SERFF,10,2014-11-15 10:06:04,14650,OH,OHS005,Service Area 5,No,39067.0,No,,,82,Individual,,No
14463,14463,2016,VA,16064,SERFF,6,2015-08-25 12:56:34,16064,VA,VAS001,Anthem Health Plans of VA(Anthem BCBS)All,No,51171.0,No,,,123,SHOP (Small Group),Yes,
1163,1163,2016,GA,70893,HIOS,7,2015-11-14 04:47:21,70893,GA,GAS001,Ambetter from Peach State Health Plan,No,13157.0,No,,,28,,,
19019,3141,2014,TX,26539,HIOS,5,2013-11-25 12:40:15,26539,TX,TXS001,FirstCare HMO Service Area,No,48383.0,No,,,97,,,
30736,5984,2015,PA,67430,HIOS,6,2014-11-09 04:38:15,67430,PA,PAS001,29 County,No,42121.0,No,,,36,,,
23571,7693,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS001,OHP Individual Product Service Area,No,51145.0,No,,,93,Individual,,No
4851,4851,2016,PA,64844,HIOS,6,2015-08-26 09:56:12,64844,PA,PAS004,OA HMO_Pennsylvania,No,42117.0,No,,,74,,,
972,972,2016,GA,49046,HIOS,16,2015-08-25 05:06:23,49046,GA,GAS013,"BCBS Healthcare Plan of Georgia, Inc.12",No,13289.0,No,,,132,,,
20469,4591,2014,IA,74980,SERFF,6,2013-11-27 09:24:34,74980,IA,IAS001,State of Iowa,No,19167.0,No,,,20,SHOP (Small Group),,No
9937,9937,2016,KS,27811,SERFF,6,2015-08-25 12:56:34,27811,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20095.0,No,,,59,Individual,No,
14951,14951,2016,VA,54965,SERFF,7,2015-08-25 12:56:34,54965,VA,VAS001,DDS DHMO,No,51179.0,No,,,31,Individual,Yes,
7965,7965,2016,PA,55957,OPM,4,2015-08-27 03:52:03,55957,PA,PAS201,Northeastern Pennsylvania,No,42131.0,No,,,22,Individual,No,
33327,8575,2015,WI,39924,HIOS,9,2014-12-11 04:09:12,39924,WI,WIS001,Wisconsin - IEX and SHOP,No,55061.0,No,,,32,,,
6228,6228,2016,TX,29817,HIOS,2,2015-07-02 02:19:22,29817,TX,TXS001,Service Area 1,Yes,,,,,13,,,
4768,4768,2016,PA,62560,HIOS,4,2015-08-26 09:56:12,62560,PA,PAS002,28C WPA,No,42047.0,No,,,28,,,
8179,8179,2016,TX,33602,OPM,6,2015-11-21 06:31:07,33602,TX,TXS264,Blue Advantage HMO,No,48177.0,No,,,171,Individual,No,
35442,10690,2015,KS,21004,SERFF,1,2014-09-05 06:40:30,21004,KS,KSS001,Kansas Service Area,No,20153.0,No,,,49,SHOP (Small Group),,Yes
29177,4425,2015,ND,73751,HIOS,5,2014-11-15 04:52:41,73751,ND,NDS002,Medica Applause,No,38067.0,No,,,19,,,
5560,5560,2016,TN,69443,HIOS,8,2015-10-21 05:00:18,69443,TN,TNS001,TN IEX Compass,Yes,,,,,13,,,
34490,9738,2015,IL,20129,SERFF,9,2015-07-24 22:33:25,20129,IL,ILS001,Illinois Public,No,17051.0,No,,,36,Individual,,No
5220,5220,2016,PA,75729,HIOS,6,2015-09-25 04:20:25,75729,PA,PAS001,PPO Marketplace,No,42065.0,No,,,20,,,
22635,6757,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS001,BCN Commercial,No,26039.0,No,,,49,SHOP (Small Group),,No
41718,16966,2015,VA,54965,SERFF,7,2014-09-09 16:12:42,54965,VA,VAS001,DDS DHMO VA,No,51177.0,No,,,36,Individual,,Yes
27930,3178,2015,MO,32753,HIOS,20,2015-07-22 09:15:52,32753,MO,MOS009,Healthy Alliance Life Co(Anthem BCBS)Dental,No,29199.0,No,,,254,,,
26487,1735,2015,GA,63940,HIOS,4,2014-08-27 03:27:11,63940,GA,GAS001,DentalGuard Preferred PPO - GA,No,13175.0,No,,,91,,,
13572,13572,2016,OH,99969,SERFF,10,2015-08-27 03:52:03,99969,OH,OHS002,Not Toledo and Cincinnati,No,39021.0,No,,,23,Individual,No,
25102,350,2015,FL,15833,HIOS,10,2015-01-16 17:32:32,15833,FL,FLS002,Managed DentalGuard Individual DHMO-FL,No,12001.0,No,,,73,,,
1502,1502,2016,GA,93332,HIOS,14,2015-08-27 11:14:25,93332,GA,GAS006,Georgia NPOS,No,13183.0,No,,,95,,,
40478,15726,2015,OR,63474,SERFF,11,2014-12-10 23:15:01,63474,OR,ORS003,Oregon Value PPO,No,41021.0,No,,,30,Individual,,No
2799,2799,2016,MO,48786,HIOS,1,2015-04-22 02:23:18,48786,MO,MOS002,"DentalGuard Preferred Group PPO, ON Exchange Only",No,29027.0,No,,,19,,,
35827,11075,2015,KS,61779,SERFF,2,2014-09-05 06:40:30,61779,KS,KSS001,DentalGuard Preferred PPO- KS,No,20131.0,No,,,72,SHOP (Small Group),,Yes
38842,14090,2015,MI,79116,SERFF,1,2014-08-08 13:45:50,79116,MI,MIS001,Michigan,No,26047.0,No,,,62,SHOP (Small Group),,Yes
40511,15759,2015,UT,38927,SERFF,5,2014-10-06 10:59:03,38927,UT,UTS002,OA HMO_UT_Altius Peak Preference Tiered,No,49029.0,No,,,35,Individual,,No
23190,7312,2014,OH,92036,SERFF,6,2014-06-23 15:22:56,92036,OH,OHS014,Northwest Central,No,39063.0,No,,,26,SHOP (Small Group),,No
31108,6356,2015,PA,94118,HIOS,2,2014-08-03 08:59:32,94118,PA,PAS001,Pennsylvania,No,42113.0,No,,,63,,,
19453,3575,2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Southeast,No,29157.0,No,,,73,Individual,,No
1043,1043,2016,GA,63940,HIOS,4,2015-08-19 14:41:20,63940,GA,GAS001,DentalGuard Preferred Group & Individual PPO,No,13031.0,No,,,22,,,
7488,7488,2016,IL,36096,OPM,5,2015-11-19 07:02:40,36096,IL,ILS076,Blue Choice Preferred PPO,No,17109.0,No,,,47,Individual,No,
14710,14710,2016,VA,38599,SERFF,12,2015-08-25 12:56:34,38599,VA,VAS001,VA IEX Compass,No,51685.0,No,,,36,Individual,No,
10787,10787,2016,MI,29698,SERFF,6,2015-10-21 17:48:08,29698,MI,MIS003,POS Service Area,No,26119.0,No,,,127,Individual,No,
40970,16218,2015,VA,15668,SERFF,9,2014-09-09 16:12:42,15668,VA,VAS001,Piedmont Service Area,No,51083.0,No,,,21,Individual,,No
11197,11197,2016,MI,46016,SERFF,4,2015-08-23 14:39:40,46016,MI,MIS001,Michigan,No,26051.0,No,,,38,SHOP (Small Group),Yes,
14615,14615,2016,VA,20507,SERFF,14,2015-10-21 17:48:08,20507,VA,VAS002,OHP Direct Service Area,No,51085.0,No,,,125,Individual,No,
40532,15780,2015,UT,68781,SERFF,10,2014-11-14 14:52:18,68781,UT,UTS002,Select Med,No,49027.0,No,,,22,Individual,,No
38851,14099,2015,MI,79116,SERFF,1,2014-08-08 13:45:50,79116,MI,MIS001,Michigan,No,26039.0,No,,,71,SHOP (Small Group),,Yes
15470,15470,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51183.0,No,,,131,SHOP (Small Group),No,
41123,16371,2015,VA,16064,SERFF,9,2014-11-13 16:11:17,16064,VA,VAS001,Anthem Health Plans of VA(Anthem BCBS)All,No,51181.0,No,,,130,SHOP (Small Group),,Yes
24793,41,2015,PA,70533,HIOS,3,2014-09-04 03:25:43,70533,PA,PAS001,Pennsylvania Service Area,No,42007.0,No,,,15,,,
12337,12337,2016,MT,30751,SERFF,7,2015-11-18 10:26:26,30751,MT,MTS003,Blue Cross Blue Shield Montana Dental Network,Yes,,,,,13,Individual,Yes,
40454,15702,2015,OR,60013,SERFF,4,2014-10-06 10:59:03,60013,OR,ORS001,Oregon,No,41047.0,No,,,24,Individual,,Yes
10409,10409,2016,MI,15560,SERFF,9,2015-08-28 13:59:00,15560,MI,MIS003,Dental PPO,No,26135.0,No,,,86,Individual,Yes,
36073,11321,2015,KS,65598,SERFF,5,2014-12-10 23:15:01,65598,KS,KSS004,POS_Kansas_Preferred_Off Exchange,No,20073.0,No,,,47,Individual,,No
33425,8673,2015,WI,57637,HIOS,6,2015-04-22 11:06:15,57637,WI,WIS001,MIC Choice Passport WI,No,55129.0,No,,,25,,,
8617,8617,2016,IA,51902,SERFF,6,2015-10-21 17:48:08,51902,IA,IAS001,IA IEX Compass,No,19071.0,No,,,42,Individual,No,
35105,10353,2015,IL,96601,SERFF,3,2014-10-06 10:59:03,96601,IL,ILS001,CoventryOne PPO Network,No,17025.0,No,,,23,Individual,,No
9030,9030,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,ILS082,Blue Precision HMO,No,17105.0,No,,,32,Individual,No,
28844,4092,2015,NC,54332,HIOS,9,2014-12-11 04:09:12,54332,NC,NCS001,NC EIX,No,37123.0,No,,,21,,,
19939,4061,2014,VA,40308,OPM,5,2014-01-24 09:49:15,40308,VA,VAS001,NoVa,No,51153.0,Yes,"22125, 22191, 22192, 22194",see upload for VAS001 Justification,19,Individual,,No
24348,8470,2014,VA,40308,SERFF,10,2014-07-28 14:39:22,40308,VA,VAS001,NoVa,No,51153.0,Yes,"22125, 22191, 22192, 22194",see upload for VAS001 Justification,19,SHOP (Small Group),,No
6479,6479,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,TXS261,Blue Advantage HMO,No,48193.0,No,,,237,,,
22744,6866,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS003,Rural,No,26001.0,No,,,104,Individual,,No
17204,1326,2014,NC,11512,HIOS,9,2014-01-29 08:00:05,11512,NC,NCS003,Blue Value W,No,37019.0,No,,,35,,,
19747,3869,2014,WI,58326,HIOS,4,2014-01-21 08:29:49,58326,WI,WIS001,South Central WI,No,55127.0,No,,,14,,,
37734,12982,2015,MI,41895,SERFF,8,2015-02-22 21:18:17,41895,MI,MIS001,CMI Preferred PPO,No,26101.0,No,,,36,Individual,,No
24388,8510,2014,VA,54965,SERFF,4,2013-09-05 10:37:54,54965,VA,VAS001,DDS DHMO,No,51075.0,No,,,31,Individual,,Yes
21435,5557,2014,KS,94248,SERFF,6,2014-01-23 12:49:01,94248,KS,KSS001,Kansas,No,20209.0,No,,,14,Individual,,No
2453,2453,2016,MO,44240,HIOS,5,2015-08-26 09:56:12,44240,MO,MOS001,PPO_Missouri_On Exchange,No,29177.0,No,,,48,,,
16195,317,2014,FL,57451,HIOS,4,2013-10-15 07:27:56,57451,FL,FLS001,Carelink HMO,No,12031.0,No,,,13,,,
5893,5893,2016,TX,23891,HIOS,7,2015-08-26 09:56:12,23891,TX,TXS001,DHMO,No,48121.0,No,,,58,,,
3118,3118,2016,NC,11512,HIOS,10,2015-08-26 09:56:12,11512,NC,NCS004,Blue Select Target - SG,No,37145.0,No,,,69,,,
16086,208,2014,FL,30219,HIOS,6,2013-10-15 07:27:56,30219,FL,FLS001,Dental Managed Care,No,12057.0,No,,,19,,,
6004,6004,2016,TX,23891,HIOS,7,2015-08-26 09:56:12,23891,TX,TXS001,DHMO,No,48403.0,No,,,169,,,
18148,2270,2014,PA,15614,HIOS,4,2013-09-11 07:49:18,15614,PA,PAS001,Dominion Dental Select,No,42113.0,No,,,126,,,
34905,10153,2015,IL,79763,SERFF,4,2014-11-20 15:54:16,79763,IL,ILS004,"IHP, Adventist, Presence, Champion - Rating Areas 1 and 3",No,17031.0,No,,,57,SHOP (Small Group),,No
20547,4669,2014,ID,60597,SERFF,9,2013-10-16 19:58:29,60597,ID,IDS001,SmartAlliance Network,No,16015.0,No,,,15,Individual,,No
27111,2359,2015,IN,62033,HIOS,7,2014-11-15 04:52:41,62033,IN,INS001,MDwise Marketplace,No,18025.0,No,,,23,,,
33504,8752,2015,WI,69589,HIOS,4,2014-08-23 04:11:13,69589,WI,WIS001,DentalGuard Preferred PPO- WI,No,55113.0,No,,,61,,,
27507,2755,2015,LA,87390,HIOS,4,2014-08-27 03:27:11,87390,LA,LAS001,DentalGuard Preferred PPO- LA,No,22055.0,No,,,30,,,
33874,9122,2015,PA,53789,OPM,8,2015-01-23 12:43:55,53789,PA,PAS202,KHPC Service Area 13,No,42027.0,Yes,"16801, 16802, 16803, 16804, 16805, 16820, 16823, 16826, 16827, 16828, 16832, 16835, 16841, 16844, 16851, 16852, 16853, 16854, 16856, 16864, 16865, 16868, 16870, 16872, 16875, 16877, 16882",See Separate Document,27,Individual,,No
35064,10312,2015,IL,87304,SERFF,4,2014-12-11 11:35:20,87304,IL,ILS001,Managed DentalGuard Individual DHMO- IL,No,17093.0,No,,,22,Individual,,Yes
17794,1916,2014,NJ,91762,HIOS,9,2013-11-26 13:14:08,91762,NJ,NJS002,Value Service Area,No,34031.0,No,,,28,,,
8085,8085,2016,TX,33602,OPM,6,2015-11-21 06:31:07,33602,TX,TXS194,Blue Advantage HMO,No,48259.0,No,,,77,Individual,No,
3870,3870,2016,OK,87571,HIOS,10,2015-08-26 09:56:12,87571,OK,OKS052,Blue Advantage PPO,No,40085.0,No,,,116,,,
8826,8826,2016,IL,20129,SERFF,7,2015-09-25 06:20:33,20129,IL,ILS001,Health Alliance Elite Service Area,No,17101.0,No,,,59,SHOP (Small Group),No,
28200,3448,2015,MO,44527,HIOS,8,2014-10-05 17:13:14,44527,MO,MOS004,CoventryOne Gold Exchange PPO Network,No,29163.0,No,,,128,,,
23705,7827,2014,VA,38234,SERFF,5,2014-01-17 15:54:39,38234,VA,VAS001,QHP PPO_OAMC_Virginia,No,51073.0,No,,,29,Individual,,No
26713,1961,2015,GA,93332,HIOS,10,2014-09-29 21:43:29,93332,GA,GAS001,Georgia NPOS,No,13079.0,No,,,70,,,
17550,1672,2014,PA,22444,HIOS,9,2014-01-21 08:29:49,22444,PA,PAS001,Geisinger Health Plan,No,42093.0,No,,,38,,,
16052,174,2014,FL,16842,HIOS,6,2014-01-17 09:36:20,16842,FL,FLS002,BlueSelect,No,12109.0,No,,,40,,,
29904,5152,2015,PA,15614,HIOS,5,2014-08-07 10:00:19,15614,PA,PAS002,DDS PPO PA,No,42065.0,No,,,102,,,
5266,5266,2016,PA,84496,HIOS,2,2015-07-03 02:33:58,84496,PA,PAS001,Pennsylvania,No,42021.0,No,,,23,,,
10451,10451,2016,MI,26380,SERFF,4,2015-08-22 23:36:24,26380,MI,MIS001,Service Area 1,No,26023.0,No,,,24,SHOP (Small Group),Yes,
12495,12495,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,NES003,PPO Outside Metro,No,31015.0,No,,,29,Individual,No,
40422,15670,2015,OR,39424,SERFF,8,2015-01-16 20:59:55,39424,OR,ORS004,Other,No,41033.0,No,,,39,Individual,,No
9989,9989,2016,KS,27811,SERFF,6,2015-08-25 12:56:34,27811,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20147.0,No,,,85,Individual,No,
13541,13541,2016,OH,97596,SERFF,5,2015-08-20 12:28:36,97596,OH,OHS001,Dental,Yes,,,,,13,Individual,Yes,
30251,5499,2015,PA,32561,HIOS,5,2014-08-28 04:23:13,32561,PA,PAS001,DentalGuard Preferred PPO- PA,No,42071.0,No,,,35,,,
15677,15677,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS021,"HealthKeepers, Inc(Anthem BCBS)2, 4, 6, 9, 11, 12",No,51029.0,No,,,315,Individual,No,
12900,12900,2016,NM,75605,SERFF,8,2015-08-27 03:52:03,75605,NM,NMS004,BlueCare Dental PPO,Yes,,,,,13,Individual,Yes,
36468,11716,2015,MI,12858,SERFF,4,2015-01-21 12:15:34,12858,MI,MIS001,Michigan,No,26067.0,No,,,41,Individual,,Yes
31734,6982,2015,TX,23891,HIOS,10,2014-11-15 04:52:41,23891,TX,TXS001,DHMO,No,48013.0,No,,,17,,,
21810,5932,2014,MI,41895,SERFF,10,2014-01-22 11:51:12,41895,MI,MIS050,Gladwin,No,26051.0,Yes,"48610, 48612, 48613, 48652",Deemed partial by State of Michigan,51,Individual,,No
8579,8579,2016,IA,50730,SERFF,2,2015-08-20 12:28:36,50730,IA,IAS001,"DentalGuard Preferred Group PPO, On & Off",No,19045.0,No,,,15,SHOP (Small Group),Yes,
11560,11560,2016,MI,63641,SERFF,3,2015-08-27 03:52:03,63641,MI,MIS002,MI Alliance,No,26105.0,No,,,135,SHOP (Small Group),Yes,
18303,2425,2014,PA,75729,HIOS,11,2013-12-20 07:30:10,75729,PA,PAS001,Geisinger Health Plan,No,42033.0,No,,,21,,,
8127,8127,2016,TX,33602,OPM,6,2015-11-21 06:31:07,33602,TX,TXS264,Blue Advantage HMO,No,48203.0,No,,,119,Individual,No,
33849,9097,2015,NV,34996,OPM,1,2014-08-19 08:34:41,34996,NV,NVS001,Southern Nevada,No,32009.0,No,,,15,Individual,,No
29673,4921,2015,OK,87571,HIOS,11,2015-02-19 06:21:02,87571,OK,OKS033,Blue Advantage PPO,No,40087.0,No,,,95,,,
13013,13013,2016,OH,28162,SERFF,14,2015-08-28 13:59:00,28162,OH,OHS003,AultCare Service Area Dental,No,39019.0,No,,,22,SHOP (Small Group),Yes,
21227,5349,2014,KS,18558,SERFF,4,2013-09-13 12:24:07,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20139.0,No,,,81,Individual,,No
1818,1818,2016,IN,59560,HIOS,3,2015-08-18 03:25:03,59560,IN,INS001,DentalGuard Preferred Group PPO ON ONLY & Individual ON & OFF Exchange,No,18021.0,No,,,21,,,
18018,2140,2014,OK,98905,HIOS,7,2014-07-25 16:54:18,98905,OK,OKS002,CommunityCare Marketplace Standard,No,40027.0,No,,,20,,,
17351,1473,2014,NC,56346,HIOS,6,2013-10-15 07:27:56,56346,NC,NCS005,CoventryOne,No,37121.0,No,,,49,,,
38376,13624,2015,MI,98185,SERFF,5,2015-04-30 14:45:44,98185,MI,MIS001,BCN Commercial,No,26081.0,No,,,48,Individual,,No
40018,15266,2015,OH,67129,SERFF,3,2014-09-11 12:10:19,67129,OH,OHS001,OAMC_Ohio,No,39133.0,No,,,44,Individual,,No
13265,13265,2016,OH,67129,SERFF,5,2015-08-21 06:27:38,67129,OH,OHS001,OAMC_Ohio,No,39055.0,No,,,24,Individual,No,
30938,6186,2015,PA,84496,HIOS,2,2014-08-07 10:00:19,84496,PA,PAS001,Pennsylvania,No,42003.0,No,,,14,,,
28920,4168,2015,NC,55440,HIOS,8,2014-10-05 17:13:14,55440,NC,NCS001,DentalGuard Preferred PPO- NC,No,37035.0,No,,,20,,,
19422,3544,2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,St Louis Metro Area,No,29071.0,No,,,42,Individual,,No
10573,10573,2016,MI,27093,SERFF,3,2015-08-22 23:36:24,27093,MI,MIS001,Service Area One,No,26103.0,No,,,64,SHOP (Small Group),Yes,
10544,10544,2016,MI,27093,SERFF,3,2015-08-22 23:36:24,27093,MI,MIS001,Service Area One,No,26045.0,No,,,35,SHOP (Small Group),Yes,
11987,11987,2016,MI,75936,SERFF,4,2015-08-24 05:58:52,75936,MI,MIS002,Renaissance,No,26053.0,No,,,40,Individual,Yes,
24260,8382,2014,VA,88380,SERFF,7,2014-03-17 13:54:37,88380,VA,VAS001,"HealthKeepers, Inc (Anthem BCBS)",No,51175.0,No,,,112,Individual,,No
28257,3505,2015,MO,44527,HIOS,8,2014-10-05 17:13:14,44527,MO,MOS005,CoventryOne PPO OFF Exchange Network,No,29149.0,No,,,185,,,
33452,8700,2015,WI,58564,HIOS,7,2015-07-22 09:15:52,58564,WI,WIS002,Non-Dane,No,55123.0,No,,,26,,,
14792,14792,2016,VA,42808,SERFF,4,2015-08-25 12:56:34,42808,VA,VAS002,"DentalGuard Preferred PPO Group ON, Individual ON & OFF Exchange",No,51047.0,No,,,25,Individual,Yes,
19662,3784,2014,WI,38345,HIOS,10,2014-01-16 07:24:04,38345,WI,WIS001,Dean Health Plan HMO Network,No,55055.0,No,,,23,,,
32537,7785,2015,TX,33602,HIOS,7,2015-02-19 06:21:02,33602,TX,TXS262,Blue Advantage HMO,No,48081.0,No,,,144,,,
2711,2711,2016,MO,44527,HIOS,3,2015-08-11 02:55:25,44527,MO,MOS004,CoventryOne Gold Exchange PPO Network,No,29175.0,No,,,132,,,
9420,9420,2016,IL,79763,SERFF,9,2015-08-30 09:33:32,79763,IL,ILS010,"Land of Lincoln Health 3- Tier PGSB - Rating Areas 1-7, 11-12",No,17095.0,No,,,63,SHOP (Small Group),No,
6164,6164,2016,TX,26539,HIOS,13,2015-10-18 12:35:12,26539,TX,TXS001,FirstCare HMO Service Area,No,48335.0,No,,,87,,,
19568,3690,2014,TX,91716,HIOS,6,2013-09-17 16:07:07,91716,TX,TXS001,QHP PPO_OAMC_Texas,No,48187.0,No,,,34,,,
17340,1462,2014,NC,56346,HIOS,6,2013-10-15 07:27:56,56346,NC,NCS005,CoventryOne,No,37023.0,No,,,38,,,
38330,13578,2015,MI,98185,SERFF,5,2015-04-30 14:45:44,98185,MI,MIS001,BCN Commercial,No,26029.0,No,,,25,SHOP (Small Group),,No
35800,11048,2015,KS,61779,SERFF,2,2014-09-05 06:40:30,61779,KS,KSS001,DentalGuard Preferred PPO- KS,No,20071.0,No,,,45,SHOP (Small Group),,Yes
27625,2873,2015,MO,29416,HIOS,5,2014-10-02 12:25:15,29416,MO,MOS001,Service Area 1,No,29117.0,No,,,71,,,
8982,8982,2016,IL,35670,SERFF,5,2015-08-27 03:52:03,35670,IL,ILS004,CoventryOne Gold Exchange PPO,No,17005.0,No,,,31,Individual,No,
16030,152,2014,FL,16842,HIOS,6,2014-01-17 09:36:20,16842,FL,FLS002,BlueSelect,No,12015.0,No,,,18,,,
10066,10066,2016,KS,61779,SERFF,3,2015-08-22 23:36:24,61779,KS,KSS001,DentalGuard Preferred PPO Group On & Off Exchange,No,20037.0,No,,,24,SHOP (Small Group),Yes,
21085,5207,2014,IL,96601,SERFF,7,2014-01-22 11:51:12,96601,IL,ILS002,Select Network,No,17091.0,No,,,76,Individual,,No
22627,6749,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS001,BCN Commercial,No,26029.0,No,,,45,SHOP (Small Group),,No
29465,4713,2015,OK,40254,HIOS,6,2014-10-02 12:25:15,40254,OK,OKS001,Service Area 1,No,40053.0,No,,,35,,,
