,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,StandardComponentId,PlanId,BenefitName,CopayInnTier1,CopayInnTier2,CopayOutofNet,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,IsEHB,IsStateMandate,IsCovered,QuantLimitOnSvc,LimitQty,LimitUnit,MinimumStay,Exclusions,Explanation,EHBVarReason,IsExclFromInnMOOP,IsExclFromOonMOOP,RowNumber,IsSubjToDedTier1,IsSubjToDedTier2
2397591,593338,2014,WI,38345,HIOS,10,2014-01-16 07:24:04,38345,WI,38345WI0010051,38345WI0010051-03,Chemotherapy,No Charge,,$0,20% Coinsurance after deductible,,100%,,,Covered,No,,,,,,Additional EHB Benefit,No,No,121,Yes,Yes
4277127,1308005,2015,AK,38344,OPM,10,12/12/2014 12:37,38344,AK,38344AK0600003,38344AK0600003-03,Hearing Aids,,,,,,,,,Not Covered,,,,,,,,,,96,,
2886123,1081870,2014,SD,60536,SERFF,4,2013-09-16 08:58:26,60536,SD,60536SD0010005,60536SD0010005-01,Prenatal and Postnatal Care,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,82,Yes,No
238297,238297,2016,GA,89942,HIOS,7,2015-10-20 04:38:50,89942,GA,89942GA0050010,89942GA0050010-00,Basic Dental Care - Child,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,,,110,,
3122551,153429,2015,GA,49046,HIOS,19,1/16/2015 17:32,49046,GA,49046GA0420020,49046GA0420020-00,Dental Anesthesia,$35 Copay before deductible,,No Charge,30% Coinsurance after deductible,,50% Coinsurance after deductible,,Yes,Covered,,,,,,,,No,No,132,Yes,Yes
2382133,577880,2014,WI,37833,HIOS,6,2013-11-23 14:44:18,37833,WI,37833WI0370032,37833WI0370032-05,Accidental Dental,No Charge,,$0,20% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,Above EHB,No,Yes,118,Yes,Yes
4278951,1309829,2015,AK,38344,OPM,10,12/12/2014 12:37,38344,AK,38344AK0610002,38344AK0610002-04,Prenatal and Postnatal Care,No Charge,,No Charge,20% Coinsurance after deductible,,20% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,82,Yes,No
2148538,344285,2014,NC,11512,HIOS,9,2014-01-29 08:00:05,11512,NC,11512NC0100023,11512NC0100023-04,Treatment for Temporomandibular Joint Disorders,No Charge,,No Charge,30% Coinsurance after deductible,,60% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,,No,No,126,Yes,No
1975527,171274,2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,FL,56503FL1470004,56503FL1470004-01,Private-Duty Nursing,,,,,,,,,,,,,,,,,,,71,,
2052750,248497,2014,IN,50816,HIOS,9,2013-11-26 13:14:08,50816,IN,50816IN0130005,50816IN0130005-00,Clinical Trials,No Charge,,$0,20% Coinsurance after deductible,,100%,,Yes,Covered,,,,,,See plan details for more specific information.,Additional EHB Benefit,No,Yes,129,Yes,Yes
810481,810481,2016,TX,37392,HIOS,5,2015-10-20 04:38:50,37392,TX,37392TX0010006,37392TX0010006-02,Specialist Visit,$0,,$0,0%,,100%,Yes,,Covered,,,,,,,Substantially Equal,No,No,62,,
4613304,1644182,2015,ME,33653,SERFF,11,11/13/2014 16:11,33653,ME,33653ME0290001,33653ME0290001-01,Hearing Aids,No Charge,,No Charge,10% Coinsurance after deductible,,30% Coinsurance after deductible,Yes,Yes,Covered,Yes,1.0,Item(s) per 3 Years,,Excludes Adults,"Quantitative limit units apply, see EHB benchmark",Substantially Equal,No,No,96,Yes,Yes
837876,837876,2016,TX,66252,HIOS,7,2015-10-21 05:00:18,66252,TX,66252TX0020001,66252TX0020001-01,Post-Mastectomy Care,$60 Copay before deductible,,Not Applicable,Not Applicable,,100%,Yes,Yes,Covered,,,,,,,,No,No,134,,
4896590,1927468,2015,UT,40335,SERFF,4,2/17/2015 11:12,40335,UT,40335UT0020001,40335UT0020001-00,Major Dental Care - Child,$196 Copay after deductible,,$269 Copay after deductible,No Charge after deductible,,No Charge after deductible,,,Covered,No,,,,"Anesthesia for those age 8 and over is only covered for the extraction of impacted teeth.  Anethesia for those age 7 and under is covered once per year.  Implants are not covered.  Crowns, Pontics, Abutments, Onlays and Dentures are covered 1 every 5 years per tooth.  Benefits covered after 12 month waiting period.","Copays listed are averages for all benefits in category.  When using a Non-participating Provider, the insured is responsible for all fees in excess of the Table of Allowances.  Benefits illustrated are in summary only.  Refer to your Dental Handbook for a complete description of benefits, limitations and exclusions.",Above EHB,Yes,Yes,112,Yes,Yes
1812945,8692,2014,AL,44580,HIOS,10,2014-01-21 08:29:49,44580,AL,44580AL0360013,44580AL0360013-02,Reconstructive Surgery,$0,,$0,0%,,0%,,,Covered,No,,,,,,Additional EHB Benefit,No,No,128,Yes,Yes
4829168,1860046,2015,UT,27619,SERFF,8,1/22/2015 16:02,27619,UT,27619UT0010021,27619UT0010021-01,Preferred Brand Drugs,No Charge,,No Charge,0% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,89,Yes,Yes
1167756,1167756,2016,IA,18973,SERFF,3,2015-08-27 03:52:03,18973,IA,18973IA0180005,18973IA0180005-01,Well Baby Visits and Care,No Charge,,Not Applicable,No Charge,,100%,Yes,,Covered,,,,,Age and frequency schedules may apply.,,,No,No,107,,
2076413,272160,2014,IN,85320,HIOS,7,2014-01-21 08:29:49,85320,IN,85320IN0010041,85320IN0010041-06,Clinical Trials,$30 Copay before deductible,$30 Copay before deductible,$0,No Charge after deductible,No Charge after deductible,100%,,Yes,Covered,No,,,,,Benefits are available for services for routine patient care rendered as part of a cancer clinical trial if the services are otherwise Covered Services under this Certificate and the clinical trial is performed under certain conditions.  There may be additional copays/coinsurance based on setting where the Covered Health Services are received.,Additional EHB Benefit,No,No,129,Yes,Yes
2681091,876838,2014,KS,18558,SERFF,4,2013-09-13 12:24:07,18558,KS,18558KS0360027,18558KS0360027-02,Dental Anesthesia,,,,,,,,,Not Covered,,,,,,Services are covered according to contract provisions.,Additional EHB Benefit,No,No,133,Yes,Yes
4215317,1246195,2015,TX,87226,HIOS,6,2/20/2015 6:27,87226,TX,87226TX0020008,87226TX0020008-05,Dental Check-Up for Children,,,,,,,Yes,,Not Covered,,,,,,,Dental Only Plan Available,,,104,,
1611935,1611935,2016,OH,74313,SERFF,6,2015-08-23 14:39:40,74313,OH,74313OH0210006,74313OH0210006-06,Allergy Testing,$15,,Not Applicable,Not Applicable,,100%,Yes,,Covered,,,,,,,,No,No,120,,
4929317,1960195,2015,SD,62210,SERFF,4,4/22/2015 14:50,62210,SD,62210SD1350120,62210SD1350120-01,Durable Medical Equipment,No Charge,,No Charge,50% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,95,Yes,Yes
4686558,1717436,2015,NH,61163,SERFF,9,1/16/2015 20:59,61163,NH,61163NH0350001,61163NH0350001-03,Outpatient Surgery Physician/Surgical Services,No Charge after deductible,,No Charge,No Charge,,100%,Yes,,Covered,No,,,,,,,No,No,65,Yes,No
4749742,1780620,2015,NV,95865,SERFF,5,10/6/2014 10:59,95865,NV,95865NV0030014,95865NV0030014-05,Gastric Restrictive Surgery Complications,$70,,$0,0%,,100%,,,Covered,,,,,,,Additional EHB Benefit,No,No,135,No,No
842996,842996,2016,TX,66252,HIOS,7,2015-10-21 05:00:18,66252,TX,66252TX0040004,66252TX0040004-06,Rehabilitative Occupational and Rehabilitative Physical Therapy,$20 Copay before deductible,,Not Applicable,Not Applicable,,100%,Yes,,Covered,,,,,,,,No,No,106,,
2369951,565698,2014,TX,87226,HIOS,5,2014-01-21 08:29:49,87226,TX,87226TX0030009,87226TX0030009-04,"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",No Charge,,$0,9% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,64,Yes,Yes
2195519,391266,2014,NJ,91762,HIOS,9,2013-11-26 13:14:08,91762,NJ,91762NJ0070010,91762NJ0070010-02,Outpatient Surgery Physician/Surgical Services,$0,,$0,0%,,0%,Yes,,Covered,,,,,,,,No,No,65,Yes,No
4227660,1258538,2015,WI,87416,HIOS,8,11/14/2014 5:23,87416,WI,87416WI0010022,87416WI0010022-01,Dental Check-Up for Children,,,,,,,Yes,,Not Covered,Yes,1.0,Visit(s) per 6 Months,,,,Dental Only Plan Available,No,No,104,Yes,Yes
1079096,1079096,2016,IL,36096,OPM,5,2015-11-19 07:02:40,36096,IL,36096IL0970029,36096IL0970029-03,Major Dental Care - Adult,,,,,,,,,Not Covered,,,,,,,Dental Only Plan Available,No,No,115,,
1196872,1196872,2016,IA,93078,SERFF,6,2015-10-22 15:45:43,93078,IA,93078IA0010019,93078IA0010019-02,Clinical Trials,Not Applicable,,Not Applicable,0%,,0%,Yes,Yes,Covered,,,,,,,,No,Yes,129,,
3341034,371912,2015,NC,11512,HIOS,9,1/16/2015 17:32,11512,NC,11512NC0100024,11512NC0100024-04,Emergency Room Services,$150,,$150,No Charge,,No Charge,Yes,Yes,Covered,,,,,,Some Blue Advantage and Blue Value plans have a $150 copay for the first ER visit and $500 copay for subsequent visits. Refer to the Summary of Benefits and Coverage for plan details.,Substantially Equal,No,No,75,No,No
2906200,1101947,2014,UT,38927,SERFF,7,2013-10-16 19:58:29,38927,UT,38927UT0300002,38927UT0300002-06,Reconstructive Surgery,No Charge,No Charge,No Charge,10%,25%,100%,,Yes,Covered,,,,,,,Additional EHB Benefit,No,No,128,Yes,Yes
3521905,552783,2015,OK,87571,HIOS,11,2/19/2015 6:21,87571,OK,87571OK0320023,87571OK0320023-06,Private-Duty Nursing,No Charge,,No Charge,20% Coinsurance after deductible,,40% Coinsurance after deductible,Yes,,Covered,Yes,85.0,Visit(s) per Year,,,,Substantially Equal,No,No,71,Yes,Yes
907595,907595,2016,WI,38166,HIOS,13,2015-08-26 09:56:12,38166,WI,38166WI0180001,38166WI0180001-02,Cosmetic Surgery,,,,,,,,,Not Covered,,,,,,,,,,80,,
2514560,710307,2014,MT,30751,OPM,3,2013-10-17 08:32:07,30751,MT,30751MT0570005,30751MT0570005-02,Substance Abuse Disorder Inpatient Services,$0,,$0,0%,,0%,Yes,,Covered,,,,,,,,No,No,87,Yes,Yes
1534583,1534583,2016,OH,23340,SERFF,9,2015-08-27 03:52:03,23340,OH,23340OH0010005,23340OH0010005-01,Emergency Transportation/Ambulance,Not Applicable,,Not Applicable,0% Coinsurance after deductible,,0% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,76,,
200720,200720,2016,GA,50491,HIOS,8,2015-10-18 12:35:12,50491,GA,50491GA0020005,50491GA0020005-02,Mental/Behavioral Health Outpatient Services,$0,,$0,0%,,0%,Yes,Yes,Covered,,,,,,This benefit applies to All Other Outpatient Services excluding Office Visits. Please refer to the Specialist Office visit benefit and to the SBC for more information,,No,No,84,,
2735193,930940,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,98185MI0180005,98185MI0180005-04,Mental Health Other,$30 Copay after deductible,,$0,No Charge,,100%,,,Covered,,,,,,Mental Health Parity,Additional EHB Benefit,No,Yes,129,Yes,Yes
881862,881862,2016,WI,37833,HIOS,3,2015-08-26 09:56:12,37833,WI,37833WI0510009,37833WI0510009-05,Urgent Care Centers or Facilities,$70,,$70,Not Applicable,,Not Applicable,Yes,,Covered,,,,,,,,No,Yes,73,,
2448122,643869,2014,WI,84670,HIOS,9,2014-05-02 13:10:05,84670,WI,84670WI1270012,84670WI1270012-04,Emergency Room Services,$200,,$200,No Charge,,No Charge,Yes,,Covered,,,,,,,,No,No,75,No,No
1225598,1225598,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,36096IL0810045,36096IL0810045-03,Major Dental Care - Adult,,,,,,,,,Not Covered,,,,,,,Dental Only Plan Available,No,No,115,,
780447,780447,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0770031,33602TX0770031-01,Radiation,Not Applicable,Not Applicable,Not Applicable,20% Coinsurance after deductible,Not Applicable,50% Coinsurance after deductible,Yes,,Covered,,,,,,,Additional EHB Benefit,No,No,122,,
3116689,147567,2015,GA,49046,HIOS,19,1/16/2015 17:32,49046,GA,49046GA0410017,49046GA0410017-00,Delivery and All Inpatient Services for Maternity Care,$500 Copay after deductible,,No Charge,20% Coinsurance after deductible,,100%,Yes,Yes,Covered,,,,48.0,,,,No,No,83,Yes,Yes
3656560,687438,2015,PA,16322,HIOS,6,11/9/2014 4:38,16322,PA,16322PA0050017,16322PA0050017-03,Private-Duty Nursing,,,,,,,,,Not Covered,,,,,,,Above EHB,,,71,,
3379890,410768,2015,MO,30613,HIOS,18,1/16/2015 17:32,30613,MO,30613MO0570013,30613MO0570013-03,Preferred Brand Drugs,$50 Copay after deductible,,$0,No Charge,,50% Coinsurance after deductible,Yes,,Covered,No,,,,,,,No,No,89,Yes,Yes
4285246,1316124,2015,ME,48396,OPM,7,1/30/2015 9:51,48396,ME,48396ME0940003,48396ME0940003-04,Dialysis,No Charge,,No Charge,10% Coinsurance after deductible,,30% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,119,Yes,Yes
2059031,254778,2014,IN,50816,HIOS,9,2013-11-26 13:14:08,50816,IN,50816IN0130047,50816IN0130047-00,Substance Abuse Disorder Outpatient Services,No Charge,,$0,20% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,"Quantitative limit units may apply, see Plan Brochure.",Substantially Equal,No,Yes,86,Yes,Yes
2967342,1163089,2014,WV,31274,SERFF,9,2014-03-14 10:14:14,31274,WV,31274WV0340002,31274WV0340002-06,"Other Practitioner Office Visit (Nurse, Physician Assistant)",No Charge,,No Charge,10% Coinsurance after deductible,,30% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,63,Yes,No
1703794,1703794,2016,UT,56764,SERFF,5,2015-08-27 15:13:29,56764,UT,56764UT0010004,56764UT0010004-00,Skilled Nursing Facility,Not Applicable,Not Applicable,Not Applicable,20% Coinsurance after deductible,Not Applicable,100%,Yes,,Covered,Yes,30.0,Days per Year,,,,,No,No,81,,
408150,408150,2016,ND,73751,HIOS,10,2015-08-27 11:14:25,73751,ND,73751ND0080009,73751ND0080009-02,Substance Abuse Disorder Outpatient Services,$0,,$0,0%,,0%,Yes,,Covered,,,,,,,,No,Yes,86,,
51881,51881,2016,AZ,91450,HIOS,10,2015-11-17 13:45:28,91450,AZ,91450AZ0080032,91450AZ0080032-00,"Imaging (CT/PET Scans, MRIs)",Not Applicable,,Not Applicable,40% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,Yes,97,,
3370418,401296,2015,IN,20855,HIOS,9,7/22/2015 9:15,20855,IN,20855IN0040037,20855IN0040037-00,Non-Preferred Brand Drugs,No Charge,,$0,30% Coinsurance after deductible,,100%,Yes,,Covered,,,,,,,,No,No,90,Yes,Yes
3660940,691818,2015,PA,16322,HIOS,6,11/9/2014 4:38,16322,PA,16322PA0050031,16322PA0050031-03,Inherited Metabolic Disorder - PKU,No Charge,,No Charge,No Charge,,100%,,Yes,Covered,,,,,,,Additional EHB Benefit,No,No,130,No,No
4686395,1717273,2015,NH,61163,SERFF,9,1/16/2015 20:59,61163,NH,61163NH0330001,61163NH0330001-00,"Other Practitioner Office Visit (Nurse, Physician Assistant)",No Charge,,No Charge,10% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,,,,No,No,63,Yes,No
78052,78052,2016,FL,27357,HIOS,4,2015-10-20 04:38:50,27357,FL,27357FL1820009,27357FL1820009-01,Non-Preferred Generic Drugs,$15,,$15,Not Applicable,,Not Applicable,,,Covered,No,,,,,,Additional EHB Benefit,No,Yes,137,,
2473551,669298,2014,WI,91058,HIOS,3,2013-09-02 11:39:25,91058,WI,91058WI0060002,91058WI0060002-01,Weight Loss Programs,,,,,,,,,,,,,,,,,,,101,,
2731015,926762,2014,MI,67577,SERFF,5,2013-11-27 09:24:34,67577,MI,67577MI0400013,67577MI0400013-01,Substance Abuse Disorder Outpatient Services,$45,,No Charge,No Charge,,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,,,No,No,86,No,No
202587,202587,2016,GA,70893,HIOS,7,2015-11-14 04:47:21,70893,GA,70893GA0010002,70893GA0010002-04,Bone Marrow Transplant,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,100%,Yes,Yes,Covered,,,,,,,,No,No,134,,
1872463,68210,2014,AZ,88925,HIOS,5,2014-01-17 09:36:20,88925,AZ,88925AZ0010030,88925AZ0010030-05,Outpatient Rehabilitation Services,$0,,$0,20%,,100%,Yes,,Covered,Yes,60.0,Visit(s) per Year,,,Prior Authorization Required,Substantially Equal,No,Yes,92,Yes,Yes
1306410,1306410,2016,IL,79763,SERFF,9,2015-08-30 09:33:32,79763,IL,79763IL0510002,79763IL0510002-03,Inherited Metabolic Disorder - PKU,Not Applicable,Not Applicable,Not Applicable,35% Coinsurance after deductible,45% Coinsurance after deductible,50% Coinsurance after deductible,Yes,Yes,Covered,,,,,,"Please note that this is a 3-tiered network plan. Refer to the Summary of Benefits in order to better understand the out-of-pocket cost for covered expenses based on the network used. If you need additional assistance regarding 3-tiered network plans, you may contact LLH at 1-844-674-3834.",,No,No,129,,
3955717,986595,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460105,33602TX0460105-01,Acupuncture,,,,,,,,,Not Covered,,,,,,,,,,100,,
517582,517582,2016,PA,22444,HIOS,7,2015-10-23 02:29:38,22444,PA,22444PA0040066,22444PA0040066-03,Delivery and All Inpatient Services for Maternity Care,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,30% Coinsurance after deductible,Yes,Yes,Covered,No,,,,Precertification required.    Limit 90 days out of network per benefit year.,,,No,No,83,,
1056220,1056220,2016,WY,11269,HIOS,5,2015-10-18 12:35:12,11269,WY,11269WY0170002,11269WY0170002-06,Voluntary Sterilization,Not Applicable,,Not Applicable,35% Coinsurance after deductible,,35% Coinsurance after deductible,,,Covered,,,,,Reversals of sterilizations are not covered,Female voluntary sterilizations are covered under preventive care.  Male Sterilizations are subject to cost share.,Additional EHB Benefit,No,No,133,,
1487879,1487879,2016,NH,96751,SERFF,8,2015-08-27 15:13:29,96751,NH,96751NH0160006,96751NH0160006-01,Outpatient Rehabilitation Services,$35 Copay before deductible,,Not Applicable,10% Coinsurance after deductible,,100%,Yes,,Covered,Yes,20.0,Visit(s) per Year,,,"20 visits combined outpatient and inpatient. Cost share is driven by provider/setting.  Plan covers first 3 office visits (excluding preventive, maternity and urgent care) per member per benefit period at a copay and the 3 visits are combined across all office settings. This copay is before deductible and all subsequent office visits for the remainder of the benefit period, regardless of professional provider rendering care, are subject to applicable deductible and coinsurance.",Substantially Equal,No,No,92,,
2546794,742541,2014,AR,70525,SERFF,8,2014-01-23 12:49:01,70525,AR,70525AR0070038,70525AR0070038-01,Rehabilitative Occupational and Rehabilitative Physical Therapy,No Charge after deductible,,No Charge after deductible,50% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,"Physical Therapy, Speech Therapy, Occupational Therapy, and Chiropractic Care are limited to a combined maximum of 30 visits per Calendar Year.",Additional EHB Benefit,No,No,106,Yes,Yes
395943,395943,2016,NC,61671,HIOS,10,2015-10-18 12:35:12,61671,NC,61671NC0060009,61671NC0060009-01,Radiation,No Charge after deductible,No Charge after deductible,Not Applicable,No Charge after deductible,No Charge after deductible,100%,Yes,,Covered,,,,,Member cost share based on place and type of service.,,,No,No,122,,
4607023,1637901,2015,MT,32225,SERFF,5,1/16/2015 20:59,32225,MT,32225MT0050001,32225MT0050001-01,Mental Health Other,No Charge,,No Charge,10% Coinsurance after deductible,,30% Coinsurance after deductible,,Yes,Covered,,,,,None; Refer to the Policy Exclusions and Limitations.,,Additional EHB Benefit,No,No,130,Yes,Yes
3220198,251076,2015,FL,68398,HIOS,13,7/22/2015 9:15,68398,FL,68398FL0010059,68398FL0010059-01,Orthodontia - Child,No Charge,,No Charge,40% Coinsurance after deductible,,100%,Yes,,Covered,No,,,,Non-Medically Necessary Orthodontia,,,No,No,111,Yes,Yes
3345615,376493,2015,NC,11512,HIOS,9,1/16/2015 17:32,11512,NC,11512NC0100036,11512NC0100036-02,Radiation,$0,,$0,0%,,0%,Yes,,Covered,,,,,,,,No,No,122,Yes,No
721514,721514,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,33602TX0460307,33602TX0460307-05,Eye Glasses for Children,No Charge,Not Applicable,Not Applicable,Not Applicable,Not Applicable,100%,Yes,,Covered,Yes,1.0,Item(s) per Benefit Period,,,"Frames are available from a selection of covered frames.  If a person selects a frame that is not included in the frame selection they are responsible for the difference in cost between the network provider reimbursement amount and the retail price of the frame selected.  When purchasing Out of Network, reimbursements are available.  See benefit book for full details.",Substantially Equal,No,No,103,,
4811849,1842727,2015,OH,16204,SERFF,8,11/4/2014 20:29,16204,OH,16204OH0070008,16204OH0070008-01,Routine Eye Exam (Adult),,,,,,,Yes,,Not Covered,,,,,,,Above EHB,,,72,,
3915467,946345,2015,TX,33602,HIOS,7,2/19/2015 6:21,33602,TX,33602TX0460006,33602TX0460006-03,Brain Injury,No Charge,,No Charge,No Charge after deductible,,100%,,Yes,Covered,,,,,,,,No,No,135,Yes,Yes
1563436,1563436,2016,OH,28162,SERFF,14,2015-08-28 13:59:00,28162,OH,28162OH0060072,28162OH0060072-04,Bariatric Surgery,,,,,,,,,Not Covered,,,,,,,Above EHB,,,79,,
4962461,1993339,2015,UT,68781,SERFF,10,11/14/2014 14:52,68781,UT,68781UT0020012,68781UT0020012-04,Laboratory Outpatient and Professional Services,No Charge,,$0,No Charge,,100%,Yes,,Covered,No,,,,,,,No,No,108,No,No
376577,376577,2016,NC,11512,HIOS,10,2015-08-26 09:56:12,11512,NC,11512NC0100028,11512NC0100028-03,Specialist Visit,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,62,,
2310908,506655,2014,TN,14002,HIOS,7,2014-01-29 08:00:05,14002,TN,14002TN0350001,14002TN0350001-00,Transplant,No Charge,,No Charge,50% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,No,,,,"a. Transplant and related services that did not receive Prior Authorization; b. Any service specifically excluded under Attachment B, Other Exclusions, except as otherwise provided in this section; c. Services or supplies not specified as Covered Services under this section; d. Any attempted Covered Procedure that was not performed, except where such failure is beyond Your control; e. Non-Covered Services; f. Services that would be Covered by any private or public research fund, regardless of whether You applied for or received amounts from such fund; g. Any non-human, artificial or mechanical organ; h. Payment to an organ donor or the donor’s family as compensation for an organ, or payment required to obtain written consent to donate an organ; i. Donor services including screening and assessment procedures that have not received Prior Authorization from Us; j. Removal of an organ from a Member for purposes of transplantation into another person, except as Covered by the Donor Organ Procurement provision as described above; k. Harvest, procurement, and storage of stem cells, whether obtained from peripheral blood, cord blood, or bone marrow when reinfusion is not scheduled or anticipated to be scheduled within an appropriate time frame for the patient’s Covered stem cell transplant diagnosis. l. Other non-organ transplants (e.g., cornea) are not Covered under this Section, but may be Covered as an Inpatient Hospital Service or Outpatient Facility Service, if Medically Necessary.","Medically Necessary and Appropriate services and supplies provided to You, when You are the recipient of the following organ transplant procedures:  (1) heart; (2) heart/lung; (3) bone marrow; (4) lung; (5) liver; (6) pancreas; (7) pancreas/kidney; (8) kidney; (9) small bowel; and (10) small bowel/liver.  Benefits may be available for other organ transplant procedures that, in Our sole discretion, are not Experimental or Investigational and that are Medically Necessary and Medically Appropriate.  You have access to three levels of benefits:  (1) Transplant Network, (2) In-Network, and (3) Out-of-Network.  If You go to a Transplant Network Provider, You will have the highest level of benefits.  (See section 3. f. for Kidney transplant benefit information).  Transplant services or supplies that have not received Prior Authorization will not be Covered.  “Prior Authorization” is the pre-treatment authorization that must be obtained from Us before any pre-transplant evaluation or any Covered Procedure is performed.  (See Prior Authorization Procedures below.)  To obtain Prior Authorization, You or Your Practitioner must contact the Plan’s Transplant Case Management department before pre-transplant evaluation or Transplant Services are received.  Authorization should be obtained as soon as possible after You have been identified as a possible candidate for Transplant Services.  Transplant Case Management is a mandatory program for those Members seeking Transplant Services.  Call the number on the back of Your Member ID card for Our consumer advisors, and ask to be transferred to Transplant Case Management.  We must be notified of the need for a transplant in order for the pre-transplant evaluation and the transplant to be Covered Services.  The following Medically Necessary and Appropriate Transplant Services and supplies that have received Prior Authorization and are provided in connection with a Covered Procedure:  a. Medically Necessary and Appropriate services and supplies, otherwise Covered under this Policy; b. Medically Necessary and Appropriate services and supplies for each listed organ transplant are Covered only when Transplant Case Management approves a transplant.  Not all Network Providers are in Our Transplant Network.  Please check with a Transplant case manager to see which Hospitals are in Our Transplant Network , Or check on Our website:  bcbst.com; c. Travel expenses for Your evaluation prior to a Covered Procedure, and to and from the site of a Covered Procedure by: (1) private car; (2) ground or air ambulance; or (3) public transportation.  This includes travel expenses for You and a companion.  A companion must be Your spouse, family member, Your guardian or other person approved by Transplant Case Management. In order to be reimbursed, travel must be approved by Transplant Case Management.  In many cases, travel will not be approved for kidney transplants.  i. Travel by private car is limited to reimbursement at the IRS mileage rate in effect at the time of travel to and from a facility in the Transplant Network. ii. Meals and lodging expenses are Covered, limited to $150 daily. iii. The aggregate limit for travel expenses is $10,000 per Covered Procedure. iv. Travel Expenses are Covered only if You go to a Transplant Network Institution;  d. Donor Organ Procurement.  If the donor is not a Member, Covered Services for the donor are limited to those services and supplies directly related to the Transplant Service itself: (1) testing for the donor’s compatibility; (2) removal of the organ from donor’s body; (3) preservation of the organ; (4) transportation of the organ to the site of transplant; and (5) donor follow-up care.  Services are Covered only to the extent not Covered by other health Coverage.  The search process and securing the organ are also Covered under this benefit.  Complications of donor organ procurement are not Covered. The cost of Donor Organ Procurement is included in the total cost of Your Organ Transplant.",Additional EHB Benefit,No,No,117,Yes,No
837279,837279,2016,TX,66252,HIOS,7,2015-10-21 05:00:18,66252,TX,66252TX0010003,66252TX0010003-00,Delivery and All Inpatient Services for Maternity Care,No Charge after deductible,,Not Applicable,Not Applicable,,100%,Yes,,Covered,,,,,,,,No,No,83,,
1655007,1655007,2016,OR,32536,SERFF,4,2015-08-21 06:27:38,32536,OR,32536OR0020009,32536OR0020009-04,Transplant,No Charge,,No Charge,20% Coinsurance after deductible,,50% Coinsurance after deductible,Yes,,Covered,,,,,,,,No,No,117,,
2746851,942598,2014,MT,32225,SERFF,3,2013-08-26 12:29:34,32225,MT,32225MT0010001,32225MT0010001-03,Eye Glasses for Children,No Charge,,No Charge,No Charge,,25%,Yes,,Covered,Yes,1.0,Item(s) per Year,,Yes; Refer to the Vision Coverage Exclusions and Limitations.,,,No,No,103,No,Yes
1060674,1060674,2016,WY,11269,HIOS,5,2015-10-18 12:35:12,11269,WY,11269WY0170013,11269WY0170013-02,Non-Preferred Brand Drugs,Not Applicable,,Not Applicable,0%,,100%,Yes,,Covered,,,,,,"If the member chooses a brand drug when a generic drug is available, the member must pay the difference in cost between the brand and the generic drug.",Additional EHB Benefit,No,No,90,,
505695,505695,2016,PA,16322,HIOS,3,2015-08-26 09:56:12,16322,PA,16322PA0050105,16322PA0050105-03,Basic Dental Care - Child,Not Applicable,,Not Applicable,20% Coinsurance after deductible,,40% Coinsurance after deductible,Yes,,Covered,,,,,,Subject to Dental Sub-Deductible for the PPO Dental plan: IN $50/$150 and OON: $75/$200,Substantially Equal,No,No,110,,
